alpha,beta,chain
-0.18861972,-0.0092385085,chain_0
-0.19836897,-0.013087259,chain_0
-0.20560025,-0.012438503,chain_0
-0.18903285,-0.011048176,chain_0
-0.19066036,-0.010701511,chain_0
-0.18222578,-0.009357262,chain_0
-0.20312844,-0.0048323628,chain_0
-0.18481319,-0.0092054885,chain_0
-0.19314225,-0.0075305696,chain_0
-0.21149805,-0.008228435,chain_0
-0.21095817,-0.009317733,chain_0
-0.18847486,-0.012331916,chain_0
-0.19244933,-0.008435849,chain_0
-0.18601893,-0.010335004,chain_0
-0.1976654,-0.007456026,chain_0
-0.21816172,-0.003536304,chain_0
-0.19216627,-0.007242863,chain_0
-0.19101383,-0.0047312193,chain_0
-0.18595475,-0.009148651,chain_0
-0.19551797,-0.0073755113,chain_0
-0.19088015,-0.010122679,chain_0
-0.19524537,-0.004590996,chain_0
-0.20252252,-0.0062623424,chain_0
-0.19257818,-0.007981337,chain_0
-0.20124365,-0.007358835,chain_0
-0.20036347,-0.0095613655,chain_0
-0.20036347,-0.0095613655,chain_0
-0.17198808,-0.008907145,chain_0
-0.21571466,-0.0063909567,chain_0
-0.21006645,-0.008304799,chain_0
-0.1948742,-0.007881997,chain_0
-0.18308435,-0.011036401,chain_0
-0.2069098,-0.008765167,chain_0
-0.1912524,-0.0071047046,chain_0
-0.18405905,-0.0074811857,chain_0
-0.18017866,-0.011417443,chain_0
-0.17462222,-0.009071411,chain_0
-0.19542882,-0.0061043925,chain_0
-0.20271808,-0.010646239,chain_0
-0.19388382,-0.008854104,chain_0
-0.19992968,-0.005981111,chain_0
-0.19872373,-0.006205662,chain_0
-0.18993378,-0.0072553344,chain_0
-0.19146648,-0.008278612,chain_0
-0.18237022,-0.0066421097,chain_0
-0.18132275,-0.006467274,chain_0
-0.1906189,-0.0046192445,chain_0
-0.19123365,-0.0049166945,chain_0
-0.18585248,-0.0044892095,chain_0
-0.1893023,-0.008052377,chain_0
-0.19748351,-0.0051756306,chain_0
-0.19680408,-0.005034108,chain_0
-0.19017437,-0.0059419917,chain_0
-0.1987147,-0.0072106654,chain_0
-0.19399028,-0.0068377657,chain_0
-0.1998139,-0.009492787,chain_0
-0.19306362,-0.008977054,chain_0
-0.20205559,-0.0058107646,chain_0
-0.1857247,-0.006541477,chain_0
-0.1999925,-0.0065411245,chain_0
-0.19226398,-0.0050990507,chain_0
-0.18449445,-0.009241642,chain_0
-0.17626761,-0.005684985,chain_0
-0.19423936,-0.006764502,chain_0
-0.19349721,-0.0068550245,chain_0
-0.19819885,-0.0074474276,chain_0
-0.18747662,-0.0063249413,chain_0
-0.19366512,-0.007538962,chain_0
-0.18596995,-0.0065625175,chain_0
-0.186855,-0.008860881,chain_0
-0.20482509,-0.0049001016,chain_0
-0.19827574,-0.011212368,chain_0
-0.19550234,-0.011406221,chain_0
-0.2004071,-0.011872549,chain_0
-0.21470253,-0.005744025,chain_0
-0.1938194,-0.007779224,chain_0
-0.19396278,-0.007523101,chain_0
-0.19693989,-0.005818854,chain_0
-0.19693989,-0.005818854,chain_0
-0.19094466,-0.0077464096,chain_0
-0.1862249,-0.0058244867,chain_0
-0.20874728,-0.006143941,chain_0
-0.19093081,-0.00549416,chain_0
-0.19248594,-0.005484696,chain_0
-0.20425971,-0.00985314,chain_0
-0.18721178,-0.0065878564,chain_0
-0.18589792,-0.0067538763,chain_0
-0.1971812,-0.0065210443,chain_0
-0.18704756,-0.0065395385,chain_0
-0.19603284,-0.009624806,chain_0
-0.20286117,-0.0037934873,chain_0
-0.19977775,-0.0045240736,chain_0
-0.16262083,-0.0070088096,chain_0
-0.21651451,-0.004389302,chain_0
-0.20964149,-0.008135948,chain_0
-0.20836426,-0.007550749,chain_0
-0.21264063,-0.008922871,chain_0
-0.18462017,-0.0049932553,chain_0
-0.19258642,-0.00924205,chain_0
-0.20010763,-0.0049800035,chain_0
-0.20010763,-0.0049800035,chain_0
-0.19938135,-0.011600859,chain_0
-0.18678068,-0.0068905056,chain_0
-0.18400289,-0.010144371,chain_0
-0.18701424,-0.004116952,chain_0
-0.1963092,-0.010026189,chain_0
-0.1847232,-0.0070437375,chain_0
-0.18651646,-0.010403358,chain_0
-0.18211234,-0.009614931,chain_0
-0.1813875,-0.010319562,chain_0
-0.18617046,-0.0042983335,chain_0
-0.201044,-0.009382952,chain_0
-0.19022426,-0.0073341113,chain_0
-0.19350028,-0.007043762,chain_0
-0.18491137,-0.0068395855,chain_0
-0.20274901,-0.0067065125,chain_0
-0.16433801,-0.0051668235,chain_0
-0.20232178,-0.009938013,chain_0
-0.19425333,-0.008337449,chain_0
-0.1867804,-0.005598807,chain_0
-0.19275875,-0.011995873,chain_0
-0.18160391,-0.012544252,chain_0
-0.17613694,-0.009798048,chain_0
-0.17583886,-0.009936509,chain_0
-0.21050891,-0.008287775,chain_0
-0.20648785,-0.0058428505,chain_0
-0.20429292,-0.0067975027,chain_0
-0.1781289,-0.011138573,chain_0
-0.18949601,-0.012947758,chain_0
-0.19805175,-0.009018863,chain_0
-0.18603072,-0.006614875,chain_0
-0.19891693,-0.0076066586,chain_0
-0.18665096,-0.005690294,chain_0
-0.19053239,-0.007890287,chain_0
-0.21613146,-0.0049002105,chain_0
-0.20073622,-0.006981546,chain_0
-0.19314216,-0.004057244,chain_0
-0.20484933,-0.0073324116,chain_0
-0.20484933,-0.0073324116,chain_0
-0.19852163,-0.011193181,chain_0
-0.19002731,-0.007914193,chain_0
-0.19362962,-0.010454702,chain_0
-0.17576192,-0.010591275,chain_0
-0.19101399,-0.0147643285,chain_0
-0.18666972,-0.0115899,chain_0
-0.18026885,-0.0098491805,chain_0
-0.18078281,-0.010160587,chain_0
-0.20748483,-0.005237518,chain_0
-0.21034104,-0.006514758,chain_0
-0.21228953,-0.0072606835,chain_0
-0.17873572,-0.006055366,chain_0
-0.18706396,-0.0058691204,chain_0
-0.1918461,-0.0103230905,chain_0
-0.18872489,-0.010839086,chain_0
-0.19315594,-0.009763401,chain_0
-0.20400873,-0.0047317976,chain_0
-0.20695125,-0.0066380394,chain_0
-0.18768641,-0.006343915,chain_0
-0.18459089,-0.007318884,chain_0
-0.18596648,-0.009220528,chain_0
-0.2003622,-0.0063929115,chain_0
-0.19683312,-0.00974847,chain_0
-0.20846881,-0.0070588784,chain_0
-0.193486,-0.0072696204,chain_0
-0.20698817,-0.010665115,chain_0
-0.19192459,-0.0031037289,chain_0
-0.18416212,-0.0056138644,chain_0
-0.17901008,-0.010096464,chain_0
-0.20374711,-0.006524748,chain_0
-0.18551436,-0.0040195175,chain_0
-0.20688306,-0.009780373,chain_0
-0.19772595,-0.0041538067,chain_0
-0.18580826,-0.010870919,chain_0
-0.19362348,-0.011264926,chain_0
-0.20691949,-0.005656167,chain_0
-0.20710659,-0.0074569625,chain_0
-0.200635,-0.008601446,chain_0
-0.2068142,-0.008294096,chain_0
-0.21180543,-0.0072236736,chain_0
-0.19697034,-0.008647772,chain_0
-0.17413245,-0.0071749226,chain_0
-0.2115247,-0.0070632095,chain_0
-0.18758799,-0.0049483804,chain_0
-0.18809052,-0.007283932,chain_0
-0.18693072,-0.007657188,chain_0
-0.17448588,-0.008475064,chain_0
-0.171189,-0.0052943006,chain_0
-0.17843574,-0.008665821,chain_0
-0.2014434,-0.009260789,chain_0
-0.19821075,-0.00745343,chain_0
-0.19384763,-0.00902607,chain_0
-0.19331554,-0.006137418,chain_0
-0.19037797,-0.0078704795,chain_0
-0.20119199,-0.0057038134,chain_0
-0.18229508,-0.0080341175,chain_0
-0.17839924,-0.0063307662,chain_0
-0.19354612,-0.0053082807,chain_0
-0.21874657,-0.013259321,chain_0
-0.20046367,-0.011192421,chain_0
-0.19166516,-0.0098774,chain_0
-0.21341905,-0.01338145,chain_0
-0.20290612,-0.010842653,chain_0
-0.20160094,-0.009961293,chain_0
-0.1962038,-0.009789508,chain_0
-0.19309483,-0.006099006,chain_0
-0.20577244,-0.0076916083,chain_0
-0.18686973,-0.0081330575,chain_0
-0.18351176,-0.0059324447,chain_0
-0.2023737,-0.0051107067,chain_0
-0.20595704,-0.005665146,chain_0
-0.17841114,-0.0077273175,chain_0
-0.20615913,-0.0073157386,chain_0
-0.208927,-0.0055224122,chain_0
-0.17354335,-0.011528032,chain_0
-0.20058362,-0.01265474,chain_0
-0.19858648,-0.011188796,chain_0
-0.18455076,-0.011682667,chain_0
-0.20285271,-0.006600076,chain_0
-0.17704934,-0.0072154272,chain_0
-0.1778555,-0.007051735,chain_0
-0.20855734,-0.008646905,chain_0
-0.2054797,-0.008519062,chain_0
-0.20753302,-0.0080437,chain_0
-0.2027955,-0.01141352,chain_0
-0.17322308,-0.0047909757,chain_0
-0.17322308,-0.0047909757,chain_0
-0.1854029,-0.008211096,chain_0
-0.1817864,-0.006550169,chain_0
-0.19905093,-0.0052277506,chain_0
-0.19443262,-0.0056318883,chain_0
-0.20068759,-0.008024444,chain_0
-0.19025654,-0.0070954803,chain_0
-0.19061661,-0.006270733,chain_0
-0.18967555,-0.00987695,chain_0
-0.19773503,-0.0060418043,chain_0
-0.19388758,-0.0076592523,chain_0
-0.18470378,-0.007037936,chain_0
-0.20035005,-0.006621618,chain_0
-0.21999548,-0.0070179305,chain_0
-0.20630556,-0.009100366,chain_0
-0.19556797,-0.009793408,chain_0
-0.19150907,-0.009918851,chain_0
-0.18259156,-0.010898822,chain_0
-0.19314119,-0.010243495,chain_0
-0.20686498,-0.007092813,chain_0
-0.18063809,-0.012533557,chain_0
-0.183837,-0.006826589,chain_0
-0.18313865,-0.005957072,chain_0
-0.18546087,-0.010314546,chain_0
-0.1901596,-0.004202958,chain_0
-0.20140912,-0.007987132,chain_0
-0.19960894,-0.004915279,chain_0
-0.18813014,-0.0074625444,chain_0
-0.1904687,-0.0036148927,chain_0
-0.20354244,-0.0072516412,chain_0
-0.20375408,-0.008731223,chain_0
-0.2118832,-0.008529578,chain_0
-0.18256316,-0.007891277,chain_0
-0.1851866,-0.006731036,chain_0
-0.1752838,-0.00492157,chain_0
-0.185493,-0.0074125053,chain_0
-0.1918384,-0.0062084906,chain_0
-0.19591475,-0.0073857056,chain_0
-0.1896471,-0.0075239646,chain_0
-0.17624055,-0.010123502,chain_0
-0.17272334,-0.0039034202,chain_0
-0.17654508,-0.004490028,chain_0
-0.1924725,-0.0073048356,chain_0
-0.19748068,-0.0046925573,chain_0
-0.19845127,-0.0051124534,chain_0
-0.19845127,-0.0051124534,chain_0
-0.19832423,-0.006007934,chain_0
-0.21741425,-0.005312573,chain_0
-0.21947445,-0.00752028,chain_0
-0.1670301,-0.006579923,chain_0
-0.20547116,-0.0071449373,chain_0
-0.194397,-0.0073270765,chain_0
-0.18617864,-0.007814992,chain_0
-0.20175661,-0.0070554214,chain_1
-0.19706546,-0.007259806,chain_1
-0.19271363,-0.010547253,chain_1
-0.19604601,-0.0054309266,chain_1
-0.19044033,-0.008072624,chain_1
-0.1904176,-0.0070935115,chain_1
-0.20466742,-0.0070296787,chain_1
-0.19596925,-0.0069075325,chain_1
-0.19613707,-0.009217979,chain_1
-0.18406098,-0.0072678616,chain_1
-0.1787161,-0.0037160455,chain_1
-0.18720594,-0.008432045,chain_1
-0.1980945,-0.009106956,chain_1
-0.18980938,-0.0090027,chain_1
-0.2074336,-0.0050683524,chain_1
-0.19663955,-0.007993622,chain_1
-0.19420613,-0.008386417,chain_1
-0.19289109,-0.008587175,chain_1
-0.18725339,-0.007557303,chain_1
-0.18599689,-0.007292051,chain_1
-0.19695371,-0.0035549195,chain_1
-0.20301655,-0.0039456277,chain_1
-0.19489352,-0.010006783,chain_1
-0.19593614,-0.010366786,chain_1
-0.21269007,-0.005352251,chain_1
-0.21783677,-0.0070181806,chain_1
-0.21724994,-0.0067123347,chain_1
-0.18267208,-0.007799812,chain_1
-0.18386292,-0.01389218,chain_1
-0.19683099,-0.014284246,chain_1
-0.1911374,-0.0099398205,chain_1
-0.19183084,-0.0066951523,chain_1
-0.19998337,-0.006098779,chain_1
-0.18947643,-0.007913966,chain_1
-0.18832934,-0.006665424,chain_1
-0.20523953,-0.006823098,chain_1
-0.20604622,-0.007936802,chain_1
-0.20966053,-0.0052958387,chain_1
-0.21028224,-0.0044365786,chain_1
-0.19688605,-0.0078956345,chain_1
-0.20080316,-0.010454947,chain_1
-0.1902728,-0.011100586,chain_1
-0.1903877,-0.011473468,chain_1
-0.1884408,-0.008632972,chain_1
-0.17667852,-0.01340455,chain_1
-0.19394536,-0.0039726114,chain_1
-0.2056579,-0.009474531,chain_1
-0.20443507,-0.009118775,chain_1
-0.20582038,-0.00575953,chain_1
-0.20644528,-0.0054877023,chain_1
-0.20959185,-0.0076334584,chain_1
-0.20418027,-0.0067557194,chain_1
-0.17431916,-0.005029714,chain_1
-0.21128449,-0.0055095246,chain_1
-0.20906235,-0.005630869,chain_1
-0.19587573,-0.007034897,chain_1
-0.18718895,-0.006989114,chain_1
-0.19345644,-0.0069360803,chain_1
-0.19070983,-0.003960247,chain_1
-0.19983146,-0.009455901,chain_1
-0.19994618,-0.007427232,chain_1
-0.1913987,-0.0068980358,chain_1
-0.19158077,-0.0057204925,chain_1
-0.19502202,-0.0054275934,chain_1
-0.18842201,-0.0048282305,chain_1
-0.1890708,-0.008735732,chain_1
-0.20002377,-0.0059943134,chain_1
-0.1777065,-0.008093968,chain_1
-0.20114398,-0.0071269227,chain_1
-0.19765179,-0.0066519957,chain_1
-0.19898042,-0.0073893857,chain_1
-0.19718744,-0.007005569,chain_1
-0.19894703,-0.005772292,chain_1
-0.19096562,-0.012015399,chain_1
-0.19199345,-0.014004531,chain_1
-0.19282818,-0.010664253,chain_1
-0.18732245,-0.0089802025,chain_1
-0.17895505,-0.009173621,chain_1
-0.2182688,-0.0045451964,chain_1
-0.17834815,-0.0097999675,chain_1
-0.17363136,-0.011944084,chain_1
-0.17561033,-0.0064375037,chain_1
-0.17955032,-0.00455142,chain_1
-0.17974687,-0.0058222967,chain_1
-0.17866762,-0.006119817,chain_1
-0.17844822,-0.0065351627,chain_1
-0.20792612,-0.0067023193,chain_1
-0.207061,-0.008020604,chain_1
-0.2069336,-0.00692175,chain_1
-0.2005626,-0.0074624782,chain_1
-0.20450293,-0.008951346,chain_1
-0.19415444,-0.0071131885,chain_1
-0.19603573,-0.0046961047,chain_1
-0.20348082,-0.0063217673,chain_1
-0.19132915,-0.0052013593,chain_1
-0.19266437,-0.008267139,chain_1
-0.19466308,-0.0069367257,chain_1
-0.20208511,-0.00910083,chain_1
-0.17723669,-0.009284518,chain_1
-0.19384664,-0.009983142,chain_1
-0.20004642,-0.005516004,chain_1
-0.19886808,-0.005828617,chain_1
-0.18814409,-0.005011293,chain_1
-0.19155644,-0.0059244083,chain_1
-0.19162339,-0.0056254156,chain_1
-0.20154844,-0.00842545,chain_1
-0.18968037,-0.0047751376,chain_1
-0.18987961,-0.0068269772,chain_1
-0.18225867,-0.009437358,chain_1
-0.1870694,-0.006633268,chain_1
-0.18786219,-0.00671742,chain_1
-0.19894022,-0.006748593,chain_1
-0.19831258,-0.009345474,chain_1
-0.18964736,-0.007505244,chain_1
-0.19592115,-0.006793451,chain_1
-0.20079973,-0.005093815,chain_1
-0.19500956,-0.007166513,chain_1
-0.19616094,-0.0069707087,chain_1
-0.1799898,-0.011780441,chain_1
-0.18682972,-0.011696058,chain_1
-0.20670727,-0.0035159306,chain_1
-0.21049002,-0.012721592,chain_1
-0.19076838,-0.0033683358,chain_1
-0.21260512,-0.0020676092,chain_1
-0.20241861,-0.013014411,chain_1
-0.20311633,-0.0135689,chain_1
-0.19458929,-0.014435806,chain_1
-0.18380135,-0.009430493,chain_1
-0.17791364,-0.006134228,chain_1
-0.16769083,-0.008919772,chain_1
-0.16708733,-0.009394232,chain_1
-0.17055167,-0.009004537,chain_1
-0.17911394,-0.008905274,chain_1
-0.17887308,-0.015429639,chain_1
-0.18180296,-0.016078524,chain_1
-0.17837887,-0.012814513,chain_1
-0.18279445,-0.010400299,chain_1
-0.18120475,-0.006640571,chain_1
-0.18215862,-0.0056872466,chain_1
-0.18215862,-0.0056872466,chain_1
-0.18562506,-0.007850622,chain_1
-0.198974,-0.0064235018,chain_1
-0.19660981,-0.0058837314,chain_1
-0.19366598,-0.012065869,chain_1
-0.18325788,-0.008369097,chain_1
-0.1822815,-0.004928233,chain_1
-0.20292158,-0.008442736,chain_1
-0.2055129,-0.0095088985,chain_1
-0.20545967,-0.006567464,chain_1
-0.20299485,-0.00860666,chain_1
-0.19558877,-0.011704195,chain_1
-0.20019677,-0.0076690624,chain_1
-0.1930488,-0.0069081043,chain_1
-0.19791439,-0.006191188,chain_1
-0.1926348,-0.0066450294,chain_1
-0.18467695,-0.0055608517,chain_1
-0.19918878,-0.007672128,chain_1
-0.22422054,-0.0050828066,chain_1
-0.22369467,-0.0053679254,chain_1
-0.22290395,-0.0062439702,chain_1
-0.20425044,-0.0071881567,chain_1
-0.20473018,-0.008535499,chain_1
-0.20608972,-0.004355888,chain_1
-0.21733652,-0.0081472555,chain_1
-0.19782737,-0.006712452,chain_1
-0.1886111,-0.007815674,chain_1
-0.1886111,-0.007815674,chain_1
-0.1881797,-0.0056766453,chain_1
-0.20249122,-0.006394476,chain_1
-0.20264694,-0.0052059814,chain_1
-0.2039076,-0.0039465,chain_1
-0.1995624,-0.0023110667,chain_1
-0.19429155,-0.008942232,chain_1
-0.19945775,-0.008155699,chain_1
-0.20111805,-0.0066269813,chain_1
-0.18836284,-0.0087539945,chain_1
-0.20050226,-0.004445764,chain_1
-0.19889243,-0.00634305,chain_1
-0.19460873,-0.009319322,chain_1
-0.19716547,-0.0040816544,chain_1
-0.19504471,-0.0055533424,chain_1
-0.20300713,-0.0056404658,chain_1
-0.20239733,-0.003886607,chain_1
-0.18803883,-0.01110771,chain_1
-0.17991383,-0.005941037,chain_1
-0.21223794,-0.0048842276,chain_1
-0.19002491,-0.00865398,chain_1
-0.19302936,-0.0024414295,chain_1
-0.18917857,-0.004670451,chain_1
-0.19069989,-0.010150117,chain_1
-0.1886359,-0.0050775637,chain_1
-0.20022511,-0.005894225,chain_1
-0.1956162,-0.0074897762,chain_1
-0.19744495,-0.0046102633,chain_1
-0.19948186,-0.0069157276,chain_1
-0.1887096,-0.005986812,chain_1
-0.19304861,-0.0070150266,chain_1
-0.19278003,-0.0067509683,chain_1
-0.1928653,-0.009186782,chain_1
-0.20009983,-0.008372134,chain_1
-0.18215488,-0.008688119,chain_1
-0.19594051,-0.006096795,chain_1
-0.19794995,-0.0020459997,chain_1
-0.19810778,-0.003260015,chain_1
-0.19747931,-0.0039826585,chain_1
-0.19060972,-0.0067133373,chain_1
-0.19496953,-0.008789939,chain_1
-0.19453429,-0.011802441,chain_1
-0.1956812,-0.009661831,chain_1
-0.19857766,-0.008265016,chain_1
-0.19996881,-0.006803273,chain_1
-0.18136188,-0.007442263,chain_1
-0.19829886,-0.0078749545,chain_1
-0.20740472,-0.0049317535,chain_1
-0.20147808,-0.008107982,chain_1
-0.20464055,-0.0054671746,chain_1
-0.2030565,-0.007301481,chain_1
-0.19498163,-0.005549485,chain_1
-0.19552602,-0.006645067,chain_1
-0.18197687,-0.006359985,chain_1
-0.19716999,-0.007854302,chain_1
-0.18338291,-0.005479234,chain_1
-0.19617593,-0.007598634,chain_1
-0.17381193,-0.008880323,chain_1
-0.17694126,-0.0094966125,chain_1
-0.18781449,-0.006468188,chain_1
-0.19546182,-0.008156263,chain_1
-0.17959274,-0.009703959,chain_1
-0.1773352,-0.010738771,chain_1
-0.188205,-0.0035057557,chain_1
-0.2002554,-0.010216085,chain_1
-0.20291705,-0.010747466,chain_1
-0.21123986,-0.008596651,chain_1
-0.21028608,-0.008503382,chain_1
-0.2070225,-0.007519041,chain_1
-0.19928059,-0.006083061,chain_1
-0.19020553,-0.005951318,chain_1
-0.19178376,-0.00821829,chain_1
-0.18583602,-0.0035316192,chain_1
-0.1844758,-0.011847643,chain_1
-0.17425302,-0.0068909302,chain_1
-0.17411481,-0.0041834093,chain_1
-0.17400189,-0.0075552007,chain_1
-0.18194602,-0.013894811,chain_1
-0.18836705,-0.007016767,chain_1
-0.18833333,-0.008516604,chain_1
-0.2015579,-0.0060779317,chain_1
-0.20674366,-0.006776985,chain_1
-0.18671693,-0.007834251,chain_1
-0.18701825,-0.0039929133,chain_1
-0.17878497,-0.005240227,chain_1
-0.17878497,-0.005240227,chain_1
-0.1783898,-0.004030061,chain_1
-0.18946648,-0.0067651914,chain_1
-0.17862247,-0.0072268615,chain_1
-0.18525167,-0.006715918,chain_1
-0.18136692,-0.0057409564,chain_1
-0.20770927,-0.0075565535,chain_1
-0.20548397,-0.010818417,chain_1
-0.1927123,-0.008377207,chain_1
-0.18945754,-0.008959152,chain_1
-0.19870968,-0.0056997845,chain_1
-0.19572407,-0.008410715,chain_1
-0.19721164,-0.0073494427,chain_1
-0.19627722,-0.0067707133,chain_1
-0.19149716,-0.0070279846,chain_1
-0.18489268,-0.01120068,chain_1
-0.1819508,-0.007954574,chain_1
-0.2106064,-0.0033770432,chain_1
-0.21010883,-0.00719673,chain_1
-0.21046953,-0.004801207,chain_1
-0.20463648,-0.0073308176,chain_1
-0.19546464,-0.007462432,chain_1
-0.19252396,-0.007381061,chain_1
-0.19414374,-0.0066749053,chain_1
-0.18447204,-0.011642074,chain_1
-0.1788142,-0.00469509,chain_1
-0.19035666,-0.0062461924,chain_1
-0.19507961,-0.00640212,chain_1
-0.1963112,-0.005083965,chain_1
-0.18741967,-0.005695635,chain_1
-0.18580557,-0.006726168,chain_1
-0.20166774,-0.008214626,chain_1
-0.19283022,-0.008212457,chain_1
-0.18577278,-0.009924548,chain_1
-0.18283013,-0.008225546,chain_1
-0.19186336,-0.007773889,chain_1
-0.19819988,-0.007483295,chain_1
-0.19139762,-0.0038281227,chain_1
-0.19453904,-0.008091489,chain_1
-0.18802299,-0.0033227387,chain_1
-0.2200715,-0.010743389,chain_1
-0.16846491,-0.010830463,chain_1
-0.17198756,-0.010631022,chain_1
-0.21330814,-0.0075802165,chain_1
-0.19608057,-0.0044709686,chain_1
-0.21220663,-0.007920579,chain_1
-0.20706522,-0.010308314,chain_1
-0.192964,-0.008311816,chain_1
-0.21156283,-0.005810404,chain_1
-0.21075973,-0.00784648,chain_1
-0.20090695,-0.009236428,chain_1
-0.20079994,-0.0036814706,chain_1
-0.20180736,-0.0069119274,chain_1
-0.20884642,-0.007888058,chain_1
-0.20517263,-0.007625806,chain_1
-0.20523828,-0.0077729784,chain_1
-0.20970243,-0.0055773417,chain_1
-0.21247047,-0.007868501,chain_1
-0.19933376,-0.006309715,chain_1
-0.21517542,-0.0070249327,chain_1
-0.18547155,-0.005514361,chain_1
-0.18117642,-0.007935782,chain_1
-0.19160585,-0.0057647997,chain_1
-0.20347042,-0.0071222545,chain_1
-0.19301602,-0.0057407445,chain_1
-0.21689138,-0.011453631,chain_1
-0.20864612,-0.002509581,chain_1
-0.21700816,-0.009398373,chain_1
-0.21242599,-0.0067560896,chain_1
-0.21227185,-0.0062668202,chain_1
-0.2063321,-0.008592856,chain_1
-0.2026686,-0.008209061,chain_1
-0.1878677,-0.0039469684,chain_1
-0.18797673,-0.0036465586,chain_1
-0.18993817,-0.004488212,chain_1
-0.20011413,-0.009287194,chain_1
-0.19420706,-0.007892064,chain_1
-0.18727675,-0.0028314912,chain_1
-0.18539618,-0.006544781,chain_1
-0.18757975,-0.0065281615,chain_1
-0.18464972,-0.0073731146,chain_1
-0.18329558,-0.009440027,chain_1
-0.18387674,-0.006736743,chain_1
-0.21278429,-0.00919692,chain_1
-0.19220853,-0.003927081,chain_1
-0.19504648,-0.008331954,chain_1
-0.19866498,-0.004739326,chain_1
-0.18761279,-0.009695457,chain_1
-0.19638863,-0.008923332,chain_1
-0.18484117,-0.0054917247,chain_1
-0.19044527,-0.0054979553,chain_1
-0.18980294,-0.0062357783,chain_1
-0.1889674,-0.009323982,chain_1
-0.18843046,-0.009880375,chain_1
-0.21919703,-0.0041198656,chain_1
-0.21681365,-0.008451514,chain_1
-0.22144462,-0.0020555663,chain_1
-0.23013707,-0.012521392,chain_1
-0.19678701,-0.0038741417,chain_1
-0.18187359,-0.009952357,chain_1
-0.17400336,-0.005794444,chain_1
-0.17605649,-0.0042486098,chain_1
-0.17468731,-0.009908544,chain_1
-0.18115878,-0.005111399,chain_1
-0.18732487,-0.0057576364,chain_1
-0.19481465,-0.008162642,chain_1
-0.19943406,-0.00718716,chain_1
-0.19099517,-0.00834641,chain_1
-0.20305875,-0.011754192,chain_1
-0.19307442,-0.0109370705,chain_1
-0.19945732,-0.004141662,chain_1
-0.18327841,-0.009383917,chain_1
-0.1839178,-0.01184033,chain_1
-0.18457864,-0.009024803,chain_1
-0.18410255,-0.009405103,chain_1
-0.19086112,-0.011740081,chain_1
-0.22714028,-0.009373684,chain_1
-0.18759434,-0.007775547,chain_1
-0.1867844,-0.008097575,chain_1
-0.18429829,-0.009277105,chain_1
-0.18939736,-0.008154207,chain_1
-0.1923969,-0.010121682,chain_1
-0.17756541,-0.008591439,chain_1
-0.2034284,-0.005281606,chain_1
-0.19889148,-0.0051524113,chain_1
-0.1738467,-0.009218291,chain_1
-0.17867011,-0.0063303793,chain_1
-0.18405506,-0.009779451,chain_1
-0.18518959,-0.005216391,chain_1
-0.18830667,-0.0044257995,chain_1
-0.1898416,-0.0068716407,chain_1
-0.18798351,-0.006144046,chain_1
-0.19572228,-0.008698651,chain_1
-0.1944344,-0.010039609,chain_1
-0.19346634,-0.011184263,chain_1
-0.19430724,-0.011314512,chain_1
-0.19423087,-0.0068686865,chain_1
-0.18585832,-0.004737098,chain_1
-0.16900547,-0.010408641,chain_1
-0.16901964,-0.010241922,chain_1
-0.1679665,-0.009381092,chain_1
-0.16626762,-0.007542502,chain_1
-0.16666476,-0.007091735,chain_1
-0.1952814,-0.009193331,chain_1
-0.19691306,-0.0071118632,chain_1
-0.19188233,-0.0068759816,chain_1
-0.1997225,-0.0072375275,chain_1
-0.1896905,-0.007693797,chain_1
-0.19156167,-0.0052133603,chain_1
-0.18863656,-0.0066309515,chain_1
-0.19358653,-0.006543268,chain_1
-0.19398172,-0.0043048635,chain_1
-0.19947796,-0.009140286,chain_1
-0.20100194,-0.008596042,chain_1
-0.19497773,-0.008777777,chain_1
-0.20113122,-0.0061391834,chain_1
-0.18685073,-0.0041274326,chain_1
-0.19544274,-0.011780364,chain_1
-0.20406541,-0.014649807,chain_1
-0.17966665,-0.004879036,chain_1
-0.21018648,-0.0047993483,chain_1
-0.20197375,-0.0073441677,chain_1
-0.20648035,-0.0059834677,chain_1
-0.20346887,-0.008334394,chain_1
-0.2019055,-0.008095097,chain_1
-0.19492559,-0.0049978546,chain_1
-0.20165618,-0.006148828,chain_1
-0.19101417,-0.006975763,chain_1
-0.20466599,-0.006933078,chain_1
-0.18951517,-0.008061553,chain_1
-0.17675482,-0.0077416026,chain_1
-0.20120107,-0.006093585,chain_1
-0.19753711,-0.010019816,chain_1
-0.19313554,-0.010818627,chain_1
-0.20306548,-0.00818211,chain_1
-0.20225525,-0.003391718,chain_1
-0.19010398,-0.011229167,chain_1
-0.18704827,-0.0061282488,chain_1
-0.20125987,-0.007386685,chain_1
-0.2037248,-0.008198171,chain_1
-0.21351711,-0.0064497157,chain_1
-0.2124932,-0.006314975,chain_1
-0.190602,-0.008150155,chain_1
-0.19420402,-0.0056733172,chain_1
-0.20169522,-0.0063152164,chain_1
-0.18523383,-0.005705935,chain_1
-0.18552436,-0.006599572,chain_1
-0.19429688,-0.008963149,chain_1
-0.19327258,-0.009340966,chain_1
-0.18782815,-0.0041793752,chain_1
-0.19822049,-0.010744952,chain_1
-0.19240478,-0.0029054661,chain_1
-0.17989422,-0.011476616,chain_1
